gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,depth,is_seed,truncated_by_depth,in_cycle,median_lag_days,max_same_day_payers,fast_transit,synchronized_burst
100000003200071100,peripheral,0.35,63,0.1552,"Низкая активность в выборке: 0 вход. / 1 исход., 30,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,30000.0,0,1,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000003265658100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000003349739100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000003684369100,coordinator,0.95,7,0.9454,"Одновременно принимает от 24 плательщиков (3,848,436 KZT) и рассылает 62 получателям (8,588,655 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)",24,62,3848436.0,8588655.0,58,67,0.002028869963852267,0.002342531671550131,2.2317260830113845,0,True,False,True,0.0,6,True,True
100000003770083100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000003975102100,peripheral,0.45,4,0.4286,"Низкая активность в выборке: 1 вход. / 2 исход., 114,150 KZT суммарно, pass_through=3.45 — выраженных признаков роли не выявлено.",1,2,25650.0,88500.0,1,2,0.000346992529923579,6.016015297809888e-06,3.4502923976608186,0,True,False,False,1.0,1,True,False
100000003977183100,peripheral,0.5,9,0.4786,"Низкая активность в выборке: 2 вход. / 4 исход., 889,800 KZT суммарно, pass_through=6.19 — выраженных признаков роли не выявлено.",2,4,123800.0,766000.0,2,6,0.00033293228527307104,1.612332408123253e-06,6.187399030694669,0,True,False,True,0.0,1,True,False
100000004007116100,peripheral,0.5,25,0.5534,"Низкая активность в выборке: 3 вход. / 4 исход., 912,704 KZT суммарно, pass_through=0.19 — выраженных признаков роли не выявлено.",3,4,764704.0,148000.0,24,6,0.0006304640304726743,4.0308310203081327e-07,0.19353893794200108,0,True,False,True,2.5,1,False,False
100000004019124100,terminal,0.76,4,0.5414,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 193,000 KZT от 3 плательщиков и удержал их.",3,0,193000.0,0.0,3,0,0.0012079590546220128,0.0,0.0,0,True,False,False,,1,False,False
100000004021459100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000004041163100,peripheral,0.45,21,0.5959,"Низкая активность в выборке: 1 вход. / 2 исход., 916,000 KZT суммарно, pass_through=17.32 — выраженных признаков роли не выявлено.",1,2,50000.0,866000.0,1,6,0.0020929038577057815,2.3781903019817984e-05,17.32,0,True,False,True,0.0,1,True,False
100000004174835100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000004193835100,peripheral,0.4,4,0.4306,"Низкая активность в выборке: 1 вход. / 1 исход., 52,000 KZT суммарно, pass_through=0.11 — выраженных признаков роли не выявлено.",1,1,47000.0,5000.0,1,1,0.00047199654932406684,6.791950269219204e-06,0.10638297872340426,0,True,False,False,0.0,1,True,False
100000004269433100,peripheral,0.35,52,0.2828,"Низкая активность в выборке: 0 вход. / 1 исход., 1,372,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,1372000.0,0,67,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004358004100,distributor,0.33,7,0.5059,"Рассылает 11 получателям (980,850 KZT), получая лишь от 0 плательщиков — веерное распределение средств вниз по цепочке. (seed: входящие занижены — граф собран от него)",0,11,0.0,980850.0,0,17,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004388983100,peripheral,0.4,59,0.2625,"Низкая активность в выборке: 0 вход. / 2 исход., 450,816 KZT суммарно — выраженных признаков роли не выявлено.",0,2,0.0,450816.0,0,23,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004714705100,peripheral,0.35,21,0.1639,"Низкая активность в выборке: 0 вход. / 1 исход., 36,550 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,36550.0,0,1,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004723755100,peripheral,0.35,7,0.2068,"Низкая активность в выборке: 0 вход. / 1 исход., 95,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,95000.0,0,5,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004813068100,peripheral,0.45,24,0.2486,"Низкая активность в выборке: 0 вход. / 3 исход., 297,000 KZT суммарно — выраженных признаков роли не выявлено.",0,3,0.0,297000.0,0,5,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000004971871100,peripheral,0.4,54,0.3842,"Низкая активность в выборке: 1 вход. / 1 исход., 31,050 KZT суммарно, pass_through=0.22 — выраженных признаков роли не выявлено.",1,1,25400.0,5650.0,3,1,0.0007461346034888536,0.0,0.22244094488188976,0,True,False,True,2.5,1,False,False
100000005017150100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005087431100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005235389100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005264990100,peripheral,0.45,21,0.4638,"Низкая активность в выборке: 1 вход. / 2 исход., 139,070 KZT суммарно, pass_through=7.15 — выраженных признаков роли не выявлено.",1,2,17070.0,122000.0,1,2,0.0003655985512877528,7.898413384293786e-05,7.147041593438781,0,True,False,False,4.0,1,False,False
100000005370580100,terminal,0.72,14,0.3651,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 24,075 KZT от 1 плательщиков и удержал их.",1,0,24075.0,0.0,1,0,0.00034749711449252456,0.0,0.0,0,True,False,False,,1,False,False
100000005382566100,peripheral,0.5,21,0.5847,"Низкая активность в выборке: 7 вход. / 1 исход., 443,066 KZT суммарно, pass_through=0.13 — выраженных признаков роли не выявлено.",7,1,393066.0,50000.0,11,1,0.0021219671978348763,4.7160722937605155e-05,0.12720510041570626,0,True,False,True,5.0,2,False,False
100000005386383100,peripheral,0.45,21,0.4612,"Низкая активность в выборке: 2 вход. / 1 исход., 66,500 KZT суммарно, pass_through=0.77 — выраженных признаков роли не выявлено.",2,1,37500.0,29000.0,2,1,0.0005266275322641048,2.9011906268667784e-05,0.7733333333333333,0,True,False,False,,2,False,False
100000005392290100,peripheral,0.35,64,0.1985,"Низкая активность в выборке: 0 вход. / 1 исход., 81,465 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,81465.0,0,1,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000005395727100,terminal,0.72,15,0.3596,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 17,000 KZT от 1 плательщиков и удержал их.",1,0,17000.0,0.0,1,0,0.00037285017574889003,0.0,0.0,0,True,False,False,,1,False,False
100000005409680100,terminal,0.74,3,0.4761,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 55,060 KZT от 2 плательщиков и удержал их.",2,0,55060.0,0.0,2,0,0.0006362170091600229,0.0,0.0,0,True,False,False,,1,False,False
100000005417257100,peripheral,0.4,21,0.2122,"Низкая активность в выборке: 0 вход. / 2 исход., 106,000 KZT суммарно — выраженных признаков роли не выявлено.",0,2,0.0,106000.0,0,2,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000005454368100,terminal,0.74,14,0.4177,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 48,600 KZT от 2 плательщиков и удержал их.",2,0,48600.0,0.0,2,0,0.00039592373535834356,0.0,0.0,0,True,False,False,,1,False,False
100000005480435100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005485830100,peripheral,0.5,41,0.2463,"Низкая активность в выборке: 0 вход. / 5 исход., 275,885 KZT суммарно — выраженных признаков роли не выявлено.",0,5,0.0,275885.0,0,9,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000005493505100,terminal,0.76,7,0.4786,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 62,020 KZT от 3 плательщиков и удержал их.",3,0,62020.0,0.0,3,0,0.0006201052363006153,0.0,0.0,0,True,False,False,,1,False,False
100000005495722100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005498992100,distributor,0.42,9,0.5161,"Рассылает 16 получателям (2,262,868 KZT), получая лишь от 0 плательщиков — веерное распределение средств вниз по цепочке. (seed: входящие занижены — граф собран от него)",0,16,0.0,2262868.0,0,19,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000005519347100,peripheral,0.45,4,0.5012,"Низкая активность в выборке: 2 вход. / 1 исход., 172,100 KZT суммарно, pass_through=1.35 — выраженных признаков роли не выявлено.",2,1,73100.0,99000.0,2,1,0.0005591119636921243,1.5451518911181176e-06,1.3543091655266757,0,True,False,False,8.0,1,False,False
100000005523088100,terminal,0.72,21,0.5841,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 700,000 KZT от 1 плательщиков и удержал их.",1,0,700000.0,0.0,2,0,0.0017270161361158107,0.0,0.0,0,True,False,False,,1,False,False
100000005543136100,peripheral,0.35,7,0.1092,"Низкая активность в выборке: 0 вход. / 1 исход., 10,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,10000.0,0,1,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000005550592100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005560900100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005568407100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000005668605100,terminal,0.76,21,0.5061,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 94,500 KZT от 3 плательщиков и удержал их.",3,0,94500.0,0.0,3,0,0.0008418642511074627,0.0,0.0,0,True,False,False,,1,False,False
100000005744674100,peripheral,0.35,21,0.1804,"Низкая активность в выборке: 0 вход. / 1 исход., 50,066 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,50066.0,0,2,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000006232815100,peripheral,0.5,29,0.5352,"Низкая активность в выборке: 1 вход. / 5 исход., 456,500 KZT суммарно, pass_through=1.85 — выраженных признаков роли не выявлено.",1,5,160000.0,296500.0,2,5,0.0005589743134767571,2.821581714215693e-06,1.853125,0,True,False,True,4.0,1,False,False
100000006249740100,peripheral,0.45,46,0.2054,"Низкая активность в выборке: 0 вход. / 3 исход., 93,007 KZT суммарно — выраженных признаков роли не выявлено.",0,3,0.0,93007.0,0,5,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000006831291100,peripheral,0.35,46,0.1212,"Низкая активность в выборке: 0 вход. / 1 исход., 15,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,15000.0,0,3,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000006866783100,coordinator,0.95,0,0.9332,"Одновременно принимает от 13 плательщиков (838,812 KZT) и рассылает 67 получателям (3,948,037 KZT) — двусторонний хаб, кандидат в организаторы. (seed: входящие занижены — граф собран от него)",13,67,838812.0,3948037.0,31,90,0.0008741047179040808,0.006148793520652797,4.706700667133994,0,True,False,True,0.0,5,True,True
100000007018630100,peripheral,0.35,60,0.2356,"Низкая активность в выборке: 0 вход. / 1 исход., 200,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,200000.0,0,5,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000007747786100,distributor,0.71,9,0.519,"Рассылает 31 получателям (4,238,009 KZT), получая лишь от 0 плательщиков — веерное распределение средств вниз по цепочке. (seed: входящие занижены — граф собран от него)",0,31,0.0,4238009.4,0,35,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000007982728100,peripheral,0.5,10,0.2861,"Низкая активность в выборке: 0 вход. / 8 исход., 1,804,384 KZT суммарно — выраженных признаков роли не выявлено.",0,8,0.0,1804384.0,0,12,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000008117324100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000008205000100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000008314203100,transit,0.61,35,0.569,"Пропускает средства не удерживая: получил 382,076 KZT, отдал 327,000 KZT (0.86x) от 2 плательщиков 2 получателям, медианная задержка 1 дн.. (seed: входящие занижены — граф собран от него)",2,2,382076.0,327000.0,10,13,0.0005050728131960834,0.0,0.8558506684533967,0,True,False,True,1.0,1,True,False
100000008418835100,peripheral,0.5,52,0.569,"Низкая активность в выборке: 1 вход. / 4 исход., 1,558,179 KZT суммарно, pass_through=0.14 — выраженных признаков роли не выявлено.",1,4,1372000.0,186179.0,67,6,0.0005309030338467371,0.0003220633985226198,0.13569897959183674,0,True,False,False,2.0,1,True,False
100000008513251100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000008516839100,terminal,0.76,21,0.5312,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 155,000 KZT от 3 плательщиков и удержал их.",3,0,155000.0,0.0,4,0,0.0010741596212647685,0.0,0.0,0,True,False,False,,2,False,False
100000008522127100,peripheral,0.35,61,0.222,"Низкая активность в выборке: 0 вход. / 1 исход., 145,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,145000.0,0,3,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000008571433100,peripheral,0.5,47,0.5846,"Низкая активность в выборке: 2 вход. / 2 исход., 1,784,000 KZT суммарно, pass_through=4.10 — выраженных признаков роли не выявлено.",2,2,350000.0,1434000.0,2,3,0.0016372326866585755,1.0077077550770332e-06,4.097142857142857,0,True,False,True,0.5,1,True,False
100000008575624100,peripheral,0.45,44,0.2032,"Низкая активность в выборке: 0 вход. / 3 исход., 89,500 KZT суммарно — выраженных признаков роли не выявлено.",0,3,0.0,89500.0,0,5,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000008601794100,peripheral,0.45,53,0.5835,"Низкая активность в выборке: 2 вход. / 1 исход., 1,365,800 KZT суммарно, pass_through=1.76 — выраженных признаков роли не выявлено.",2,1,494400.0,871400.0,8,13,0.002387285088965427,4.0308310203081327e-07,1.7625404530744337,0,True,False,True,0.0,1,True,False
100000008637537100,peripheral,0.5,35,0.6031,"Низкая активность в выборке: 3 вход. / 3 исход., 2,971,385 KZT суммарно, pass_through=3.79 — выраженных признаков роли не выявлено.",3,3,619890.0,2351495.0,22,30,0.0008320760827428094,7.886373928483128e-05,3.793406894771653,0,True,False,True,0.0,2,True,False
100000008650785100,peripheral,0.5,4,0.53,"Низкая активность в выборке: 2 вход. / 2 исход., 212,120 KZT суммарно, pass_through=1.31 — выраженных признаков роли не выявлено.",2,2,92000.0,120120.0,2,2,0.0006151829911466896,2.2807785523243515e-05,1.3056521739130436,0,True,False,False,1.0,1,True,False
100000008654653100,peripheral,0.35,4,0.1845,"Низкая активность в выборке: 0 вход. / 1 исход., 54,000 KZT суммарно — выраженных признаков роли не выявлено.",0,1,0.0,54000.0,0,1,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000008659445100,peripheral,0.5,42,0.5826,"Низкая активность в выборке: 3 вход. / 4 исход., 1,013,640 KZT суммарно, pass_through=6.32 — выраженных признаков роли не выявлено.",3,4,138490.0,875150.0,7,18,0.0024576486184352342,1.0077077550770332e-06,6.319228825185934,0,True,False,True,1.0,2,True,False
100000008669037100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000008673001100,terminal,0.72,21,0.4528,"Нет исходящих переводов на 0-м колене (обход не был искусственно прерван, глубина < 4) — получил 80,000 KZT от 1 плательщиков и удержал их.",1,0,80000.0,0.0,1,0,0.000471040687031062,0.0,0.0,0,True,False,False,,1,False,False
100000008680731100,distributor,0.64,17,0.5113,"Рассылает 27 получателям (1,464,354 KZT), получая лишь от 0 плательщиков — веерное распределение средств вниз по цепочке. (seed: входящие занижены — граф собран от него)",0,27,0.0,1464354.0,0,28,0.0002868488506751384,0.0,,0,True,False,False,,0,False,False
100000008701222100,peripheral,0.2,67,0.0921,Seed-клиент без единого ребра в выборке — 0 входящих и исходящих переводов (порог 5 000 KZT или операции вне банка).,0,0,0.0,0.0,0,0,0.0,0.0,,0,True,False,False,,0,False,False
100000008738325100,peripheral,0.4,21,0.4542,"Низкая активность в выборке: 1 вход. / 1 исход., 90,550 KZT суммарно, pass_through=1.48 — выраженных признаков роли не выявлено.",1,1,36550.0,54000.0,1,1,0.0005309030338467371,2.0154155101540663e-07,1.4774281805745555,0,True,False,False,,1,False,False
100000003134937100,terminal,0.72,4,0.2386,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 10,286 KZT от 1 плательщиков и удержал их.",1,0,10286.0,0.0,1,0,0.0002879597204265753,0.0,0.0,1,False,False,False,,1,False,False
100000005074393100,peripheral,0.5,14,0.6556,"Низкая активность в выборке: 4 вход. / 6 исход., 1,248,526 KZT суммарно, pass_through=1.22 — выраженных признаков роли не выявлено.",4,6,563026.0,685500.0,5,10,0.001064513470901251,0.00022068799836187026,1.2175281425724567,1,False,False,True,1.0,1,True,False
100000001924185100,terminal,0.74,11,0.4596,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 151,000 KZT от 2 плательщиков и удержал их.",2,0,151000.0,0.0,2,0,0.0003116111345159545,0.0,0.0,1,False,False,False,,1,False,False
100000004070318100,distributor,0.48,0,0.7683,"Рассылает 19 получателям (551,860 KZT), получая лишь от 4 плательщиков — веерное распределение средств вниз по цепочке.",4,19,207246.55,551860.0,6,37,0.00031551856613583904,0.002108784807773284,2.662818753798314,1,False,False,True,0.0,2,True,False
100000005807278100,terminal,0.72,41,0.2847,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 8,385 KZT от 1 плательщиков и удержал их.",1,0,8385.0,0.0,1,0,0.000294266413521592,0.0,0.0,1,False,False,False,,1,False,False
100000003377795100,terminal,0.72,9,0.224,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 7,000 KZT от 1 плательщиков и удержал их.",1,0,7000.0,0.0,1,0,0.0002872519595691869,0.0,0.0,1,False,False,False,,1,False,False
100000004330371100,peripheral,0.5,4,0.6331,"Низкая активность в выборке: 2 вход. / 2 исход., 354,852 KZT суммарно, pass_through=0.34 — выраженных признаков роли не выявлено.",2,2,264171.0,90681.0,12,6,0.0012610864292053746,0.00034040367966502183,0.3432662934235779,1,False,False,True,2.5,2,False,False
100000008165763100,coordinator,0.64,0,0.9776,"Одновременно принимает от 15 плательщиков (1,165,815 KZT) и рассылает 17 получателям (1,267,858 KZT) — двусторонний хаб, кандидат в организаторы.",15,17,1165815.0,1267858.0,26,17,0.0009141720501285515,0.00035120969385587,1.087529324978663,1,False,False,False,0.0,4,True,True
100000001684867100,terminal,0.72,4,0.3047,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 30,550 KZT от 1 плательщиков и удержал их.",1,0,30550.0,0.0,1,0,0.0002901481964758771,0.0,0.0,1,False,False,False,,1,False,False
100000003900547100,terminal,0.72,4,0.2803,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 23,700 KZT от 1 плательщиков и удержал их.",1,0,23700.0,0.0,1,0,0.0002894084086285756,0.0,0.0,1,False,False,False,,1,False,False
100000006656003100,peripheral,0.4,1,0.2402,"Низкая активность в выборке: 1 вход. / 1 исход., 29,000 KZT суммарно, pass_through=0.45 — выраженных признаков роли не выявлено.",1,1,20000.0,9000.0,1,1,0.00029106374333946164,0.0,0.45,1,False,False,True,0.0,1,True,False
100000008237827100,terminal,0.72,7,0.3525,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 40,001 KZT от 1 плательщиков и удержал их.",1,0,40001.0,0.0,1,0,0.00029489033300801034,0.0,0.0,1,False,False,False,,1,False,False
100000003014659100,terminal,0.72,11,0.5059,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 280,000 KZT от 1 плательщиков и удержал их.",1,0,280000.0,0.0,1,0,0.00032951873404572074,0.0,0.0,1,False,False,False,,1,False,False
100000007939160100,peripheral,0.45,43,0.6041,"Низкая активность в выборке: 1 вход. / 2 исход., 809,300 KZT суммарно, pass_through=0.02 — выраженных признаков роли не выявлено.",1,2,795000.0,14300.0,2,2,0.0006680900198229337,4.0308310203081327e-07,0.017987421383647798,1,False,False,True,,1,False,False
100000007274584100,terminal,0.72,7,0.3475,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 38,000 KZT от 1 плательщиков и удержал их.",1,0,38000.0,0.0,1,0,0.00029448806791093586,0.0,0.0,1,False,False,False,,1,False,False
100000001524952100,terminal,0.72,0,0.4368,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 103,807 KZT от 1 плательщиков и удержал их.",1,0,103807.0,0.0,1,0,0.0003064069407623941,0.0,0.0,1,False,False,False,,1,False,False
100000003131693100,terminal,0.72,7,0.5302,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 353,277 KZT от 1 плательщиков и удержал их.",1,0,353277.0,0.0,1,0,0.0003578688440280549,0.0,0.0,1,False,False,False,,1,False,False
100000008383405100,terminal,0.72,24,0.3728,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 25,000 KZT от 1 плательщиков и удержал их.",1,0,25000.0,0.0,2,0,0.0003073921320868891,0.0,0.0,1,False,False,False,,1,False,False
100000008736173100,terminal,0.72,1,0.3328,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 31,060 KZT от 1 плательщиков и удержал их.",1,0,31060.0,0.0,1,0,0.0002933945789828324,0.0,0.0,1,False,False,False,,1,False,False
